left_candidate_id	right_candidate_id	left_binomial	right_binomial	same_binomial	left_material_key	right_material_key	jaccard	classification
1e03257b23978be3	419770e1892b655a	Arachis hypogaea	Arachis hypogaea	True	f07	tifrunner	0.97595996	near_duplicate
1e03257b23978be3	4645d6726b4bfd2d	Arachis hypogaea	Arachis hypogaea	True	f07	hn873	0.96307786	near_duplicate
1e03257b23978be3	4f2ba84ef83f10b4	Arachis hypogaea	Arachis hypogaea	True	f07	hn51	0.96846832	near_duplicate
1e03257b23978be3	502062c5bedafb3b	Arachis hypogaea	Arachis hypogaea	True	f07	arahytifrunner	0.97595996	near_duplicate
1e03257b23978be3	61500660d0e2a930	Arachis hypogaea	Arachis hypogaea	True	f07	asm371315v1	0.93145370	related
1e03257b23978be3	6f7311d80af7f768	Arachis hypogaea	Arachis hypogaea	True	f07	fuhuasheng	0.88975833	related
1e03257b23978be3	73e72487f230e42a	Arachis hypogaea	Arachis hypogaea	True	f07	icg1471	0.92674622	related
1e03257b23978be3	95486f63b7f485a6	Arachis hypogaea	Arachis hypogaea	True	f07	arahytennred	0.94778871	related
1e03257b23978be3	97210efb3ab98bd3	Arachis hypogaea	Arachis hypogaea	True	f07	asm5482452v1	0.96917256	near_duplicate
1e03257b23978be3	a15dd91940f10d0d	Arachis hypogaea	Arachis hypogaea	True	f07	asm4730225v1	0.95065889	near_duplicate
1e03257b23978be3	a9964615ee120784	Arachis hypogaea	Arachis hypogaea	True	f07	asm5482451v1	0.95735550	near_duplicate
1e03257b23978be3	b3fb81d3f6b365ee	Arachis hypogaea	Arachis hypogaea	True	f07	baileyii	0.97219042	near_duplicate
1e03257b23978be3	bd196d408ca12cd1	Arachis hypogaea	Arachis hypogaea	True	f07	ahypogaealine8v10	0.94961458	related
1e03257b23978be3	bf8095e2d8c1826f	Arachis hypogaea	Arachis hypogaea	True	f07	tifrunner	0.97595996	near_duplicate
1e03257b23978be3	cea1d47b5fe75ece	Arachis hypogaea	Arachis hypogaea	True	f07	asm5482456v1	0.96319892	near_duplicate
1e03257b23978be3	d36e222da4e0cfc3	Arachis hypogaea	Arachis hypogaea	True	f07	c7616	0.95437525	near_duplicate
1e03257b23978be3	d53e1dd9b29fa1e3	Arachis hypogaea	Arachis hypogaea	True	f07	asm5482458v1	0.94936899	related
1e03257b23978be3	e28edcc0918cbe54	Arachis hypogaea	Arachis hypogaea	True	f07	shitouqi	0.93136396	related
1e03257b23978be3	ea29e5335685053a	Arachis hypogaea	Arachis hypogaea	True	f07	asm417044v1	0.89542809	related
1e3747d1b9b74146	2daddc3ee04c2da4	Phaseolus vulgaris	Phaseolus vulgaris	True	ui111	asm5686998v1	0.80891809	related
1e3747d1b9b74146	a9c8f2b6edacea6d	Phaseolus vulgaris	Phaseolus vulgaris	True	ui111	ui111	1.00000000	near_duplicate
1f47770d9ba1c1ad	28848ab5829075a7	Lupinus angustifolius	Lupinus angustifolius	True	lupangtanjilv10	asm228589v1	0.93468450	related
1f47770d9ba1c1ad	53f61ceb21948c40	Lupinus angustifolius	Lupinus angustifolius	True	lupangtanjilv10	asm228589v2	0.93491222	related
1f47770d9ba1c1ad	c43ce9a9af962914	Lupinus angustifolius	Lupinus angustifolius	True	lupangtanjilv10	tanjil	1.00000000	near_duplicate
1fb9da72b0a86a36	89115ea484912dab	Medicago truncatula	Medicago truncatula	True	hm018	hm023	0.96686924	near_duplicate
2179c531b0a9a43e	65686f241f0eecc0	Cicer arietinum	Cicer arietinum	True	cdcfrontier	icc4958	0.88358997	related
2179c531b0a9a43e	80f28833ba23bc37	Cicer arietinum	Cicer arietinum	True	cdcfrontier	cicarcdcfrontierv20	0.99979867	near_duplicate
2179c531b0a9a43e	91d9e7a5c6007f1c	Cicer arietinum	Cicer arietinum	True	cdcfrontier	asm34727v2	0.88358997	related
2179c531b0a9a43e	bb15a599a0eb78f9	Cicer arietinum	Cicer arietinum	True	cdcfrontier	cdcfrontier	0.92478512	related
2179c531b0a9a43e	c3cea47e840df975	Cicer arietinum	Cicer arietinum	True	cdcfrontier	cdcfrontier	0.99982743	near_duplicate
2179c531b0a9a43e	dce236484b0e2d4b	Cicer arietinum	Cicer arietinum	True	cdcfrontier	asm34727v4	0.88356276	related
2179c531b0a9a43e	e486629c3f951323	Cicer arietinum	Cicer arietinum	True	cdcfrontier	asm33114v1	0.99988495	near_duplicate
2190c3d385555d34	31c80bbe41bbc722	Medicago sativa	Medicago sativa	True	regensy27x	asm5485560v1	1.00000000	near_duplicate
2206735389f8037c	2c2bfa188a2ecbed	Glycine max	Glycine max	True	gmaxgtjackrs1	wm82	0.89286612	related
2206735389f8037c	351b9be376cc7087	Glycine max	Glycine max	True	gmaxgtjackrs1	pi398296	0.80458912	related
2206735389f8037c	355a2916e13df156	Glycine max	Glycine max	True	gmaxgtjackrs1	lee	0.85870281	related
2206735389f8037c	384c291022a64cb6	Glycine max	Glycine max	True	gmaxgtjackrs1	whfsgmzh1310	0.83924928	related
2206735389f8037c	3a6e64fc6de3d765	Glycine max	Glycine max	True	gmaxgtjackrs1	enreiv330	0.82930968	related
2206735389f8037c	3b5c89322ad7aa01	Glycine max	Glycine max	True	gmaxgtjackrs1	lee	0.85870281	related
2206735389f8037c	3e10267861bb14ef	Glycine max	Glycine max	True	gmaxgtjackrs1	yudouno22	0.82006833	related
2206735389f8037c	3eb46282b0082eb1	Glycine max	Glycine max	True	gmaxgtjackrs1	wm82	0.89235937	related
2206735389f8037c	40ba57c2e078fb9d	Glycine max	Glycine max	True	gmaxgtjackrs1	glymaleev20	0.85862050	related
2206735389f8037c	42e6902fc05e0c1a	Glycine max	Glycine max	True	gmaxgtjackrs1	yundou1	0.83843136	related
2206735389f8037c	473d96afd6793658	Glycine max	Glycine max	True	gmaxgtjackrs1	whfsgmjy10	0.86613290	related
2206735389f8037c	484ac27242746eae	Glycine max	Glycine max	True	gmaxgtjackrs1	zh13	0.84216936	related
2206735389f8037c	4c64ec3551a311a5	Glycine max	Glycine max	True	gmaxgtjackrs1	fiskebyiii	0.84139069	related
2206735389f8037c	5844dd514643bfc4	Glycine max	Glycine max	True	gmaxgtjackrs1	fiskebyiii	0.84139069	related
2206735389f8037c	5f25bd9cfe3467d5	Glycine max	Glycine max	True	gmaxgtjackrs1	qihuangno34	0.80632160	related
2206735389f8037c	5f7c4f84932c68e5	Glycine max	Glycine max	True	gmaxgtjackrs1	wm82	0.90349136	related
2206735389f8037c	60946b7f75fef429	Glycine max	Glycine max	True	gmaxgtjackrs1	gmaxzh13v20	0.83363540	related
2206735389f8037c	65cb087a2c0df3b2	Glycine max	Glycine max	True	gmaxgtjackrs1	tianlong1	0.84633279	related
2206735389f8037c	667ae3303395f049	Glycine max	Glycine max	True	gmaxgtjackrs1	jidouno17	0.85865643	related
2206735389f8037c	6d05c41e960f6f2d	Glycine max	Glycine max	True	gmaxgtjackrs1	wm82	0.89235937	related
2206735389f8037c	6d38dcb5c92d95c2	Glycine max	Glycine max	True	gmaxgtjackrs1	wm82njau	0.90642014	related
2206735389f8037c	6e568fc7addcdb8c	Glycine max	Glycine max	True	gmaxgtjackrs1	zh13	0.83362421	related
2206735389f8037c	716e480d13e4dbdc	Glycine max	Glycine max	True	gmaxgtjackrs1	glycinemaxv40	0.89268368	related
2206735389f8037c	738786ee98895b23	Glycine max	Glycine max	True	gmaxgtjackrs1	v10	0.89233600	related
2206735389f8037c	740dfddc17e524d3	Glycine max	Glycine max	True	gmaxgtjackrs1	pi594527platinumchromosomesfasta	0.81980972	related
2206735389f8037c	75250b112de08448	Glycine max	Glycine max	True	gmaxgtjackrs1	wm82	0.89163729	related
2206735389f8037c	7cbd110bc3a62d6c	Glycine max	Glycine max	True	gmaxgtjackrs1	whfsgmhf2510	0.85858586	related
2206735389f8037c	82ce90eea621c1cb	Glycine max	Glycine max	True	gmaxgtjackrs1	hwangkeum	0.84564800	related
2206735389f8037c	838679e55c2d0890	Glycine max	Glycine max	True	gmaxgtjackrs1	lee	0.86553736	related
2206735389f8037c	84b734e351285496	Glycine max	Glycine max	True	gmaxgtjackrs1	zh13	0.83728485	related
2206735389f8037c	85b481ae24b243fe	Glycine max	Glycine max	True	gmaxgtjackrs1	zihuano4	0.80463122	related
2206735389f8037c	871fd28ea67a2de5	Glycine max	Glycine max	True	gmaxgtjackrs1	whfsgmw8210	0.89711372	related
2206735389f8037c	887fc38a30f65f36	Glycine max	Glycine max	True	gmaxgtjackrs1	fengdihuang	0.84212300	related
2206735389f8037c	8948693e7614b9a0	Glycine max	Glycine max	True	gmaxgtjackrs1	amsoy	0.81944611	related
2206735389f8037c	897c7e04cd83ff6e	Glycine max	Glycine max	True	gmaxgtjackrs1	v11	0.89225195	related
2206735389f8037c	8c21e283eca8cf3b	Glycine max	Glycine max	True	gmaxgtjackrs1	heiheno43	0.83175626	related
2206735389f8037c	9065b12aa8b08a62	Glycine max	Glycine max	True	gmaxgtjackrs1	asm4080195v1	0.85372091	related
2206735389f8037c	91ea3a5d896e6648	Glycine max	Glycine max	True	gmaxgtjackrs1	glycinemaxv20	0.89144306	related
2206735389f8037c	96468b4838f74d0d	Glycine max	Glycine max	True	gmaxgtjackrs1	enrei	0.82941617	related
2206735389f8037c	98cf7f6c3f3626e4	Glycine max	Glycine max	True	gmaxgtjackrs1	zh13iga1005	0.83924928	related
2206735389f8037c	a1031c671efeadfc	Glycine max	Glycine max	True	gmaxgtjackrs1	shishengchangye	0.84107162	related
2206735389f8037c	a5e485b56aa79b8f	Glycine max	Glycine max	True	gmaxgtjackrs1	whfsgmzh3510	0.82225601	related
2206735389f8037c	a8412af2ff4cd5ed	Glycine max	Glycine max	True	gmaxgtjackrs1	handouno5	0.83264205	related
2206735389f8037c	aacea7c6039184ef	Glycine max	Glycine max	True	gmaxgtjackrs1	wenfeng7iga1001	0.83706049	related
2206735389f8037c	ae8f30e37611692d	Glycine max	Glycine max	True	gmaxgtjackrs1	tiefengno18	0.84326657	related
2206735389f8037c	b503a63d15d33fea	Glycine max	Glycine max	True	gmaxgtjackrs1	juxuanno23	0.81634608	related
2206735389f8037c	b659b2f851a1f246	Glycine max	Glycine max	True	gmaxgtjackrs1	embgmbrs53710	0.86340716	related
2206735389f8037c	bb5dcc92012e8623	Glycine max	Glycine max	True	gmaxgtjackrs1	tongshantianedan	0.81257508	related
2206735389f8037c	c54fb54176965d99	Glycine max	Glycine max	True	gmaxgtjackrs1	wm82	0.89286612	related
2206735389f8037c	ca6a965855822565	Glycine max	Glycine max	True	gmaxgtjackrs1	asm2211499v1	0.83411199	related
2206735389f8037c	d1dc3503d3fab1b3	Glycine max	Glycine max	True	gmaxgtjackrs1	glymalee	0.85870281	related
2206735389f8037c	d4ed1350b181bf96	Glycine max	Glycine max	True	gmaxgtjackrs1	58161	0.82228461	related
2206735389f8037c	d743659d2310fe55	Glycine max	Glycine max	True	gmaxgtjackrs1	pi548362	0.90208124	related
2206735389f8037c	d7abe2eb0f698c46	Glycine max	Glycine max	True	gmaxgtjackrs1	jd17	0.86808832	related
2206735389f8037c	d8e304252bf5b6c7	Glycine max	Glycine max	True	gmaxgtjackrs1	zh35iga1004	0.82225601	related
2206735389f8037c	d9e3d4cd719a05e5	Glycine max	Glycine max	True	gmaxgtjackrs1	hefeng25iga1002	0.85858586	related
2206735389f8037c	da2190d8185c2216	Glycine max	Glycine max	True	gmaxgtjackrs1	jindouno23	0.82967129	related
2206735389f8037c	dea07cd7cbf98e50	Glycine max	Glycine max	True	gmaxgtjackrs1	gmaxzh13	0.83748584	related
2206735389f8037c	e75b0684f432e271	Glycine max	Glycine max	True	gmaxgtjackrs1	wandouno28	0.81781495	related
2206735389f8037c	e7e022605327ebb2	Glycine max	Glycine max	True	gmaxgtjackrs1	tiejiasilihuang	0.85803150	related
2206735389f8037c	e8cbc86c9a41df2f	Glycine max	Glycine max	True	gmaxgtjackrs1	huaxia3iga1007	0.84047413	related
2206735389f8037c	eac340c47f32c565	Glycine max	Glycine max	True	gmaxgtjackrs1	asm5677679v1	0.83773432	related
2206735389f8037c	f0ec01b9e4056bfc	Glycine max	Glycine max	True	gmaxgtjackrs1	wm82iga1008	0.89711372	related
2206735389f8037c	f23ce0d142345d64	Glycine max	Glycine max	True	gmaxgtjackrs1	keshanno1	0.83604682	related
2206735389f8037c	fca2e8d89b64453f	Glycine max	Glycine max	True	gmaxgtjackrs1	whfsgmhx310	0.84047413	related
230ff5af852ebb17	67a06c3a40190e17	Vigna angularis	Vigna angularis	True	asm1680809v1	vangularisv1	0.91968679	related
230ff5af852ebb17	6ad3d7c855c721ce	Vigna angularis	Vigna angularis	True	asm1680809v1	shumari	0.91968679	related
230ff5af852ebb17	9be29dfc5b01f8ec	Vigna angularis	Vigna angularis	True	asm1680809v1	vigan11	0.91576575	related
230ff5af852ebb17	b5a68ebc56c4b505	Vigna angularis	Vigna angularis	True	asm1680809v1	asm172377v1	0.90300876	related
230ff5af852ebb17	c67d8171f93122ee	Vigna angularis	Vigna angularis	True	asm1680809v1	gyeongwon	0.90300876	related
25f7a12b481e1aef	674ca93d838c443b	Phaseolus vulgaris	Phaseolus vulgaris	True	asm5162235v1	asm5741766v1	0.89769802	related
25f7a12b481e1aef	a7ba1bdcce7a1bba	Phaseolus vulgaris	Phaseolus vulgaris	True	asm5162235v1	g19833	0.82100371	related
25f7a12b481e1aef	bed165739906fb16	Phaseolus vulgaris	Phaseolus vulgaris	True	asm5162235v1	phavulg10	0.82104325	related
25f7a12b481e1aef	dd312fa88f27de8e	Phaseolus vulgaris	Phaseolus vulgaris	True	asm5162235v1	g19833	0.82100371	related
25f7a12b481e1aef	f1607dc2d3ab2472	Phaseolus vulgaris	Phaseolus vulgaris	True	asm5162235v1	g19833	0.83450806	related
2668c38c34899fbd	3867bb9c558d66e6	Cicer reticulatum	Cicer reticulatum	True	asm368901v2	asm368901v1	1.00000000	near_duplicate
26cafc21598b8a1f	384c291022a64cb6	Glycine max	Glycine max	True	xudouno1	whfsgmzh1310	0.81022721	related
26cafc21598b8a1f	42e6902fc05e0c1a	Glycine max	Glycine max	True	xudouno1	yundou1	0.81191243	related
26cafc21598b8a1f	484ac27242746eae	Glycine max	Glycine max	True	xudouno1	zh13	0.81093603	related
26cafc21598b8a1f	60946b7f75fef429	Glycine max	Glycine max	True	xudouno1	gmaxzh13v20	0.80477641	related
26cafc21598b8a1f	65cb087a2c0df3b2	Glycine max	Glycine max	True	xudouno1	tianlong1	0.80416777	related
26cafc21598b8a1f	6e568fc7addcdb8c	Glycine max	Glycine max	True	xudouno1	zh13	0.80476580	related
26cafc21598b8a1f	740dfddc17e524d3	Glycine max	Glycine max	True	xudouno1	pi594527platinumchromosomesfasta	0.80099896	related
26cafc21598b8a1f	84b734e351285496	Glycine max	Glycine max	True	xudouno1	zh13	0.80808027	related
26cafc21598b8a1f	8948693e7614b9a0	Glycine max	Glycine max	True	xudouno1	amsoy	0.80027387	related
26cafc21598b8a1f	98cf7f6c3f3626e4	Glycine max	Glycine max	True	xudouno1	zh13iga1005	0.81022721	related
26cafc21598b8a1f	a1031c671efeadfc	Glycine max	Glycine max	True	xudouno1	shishengchangye	0.80034895	related
26cafc21598b8a1f	a5e485b56aa79b8f	Glycine max	Glycine max	True	xudouno1	whfsgmzh3510	0.80974036	related
26cafc21598b8a1f	d8e304252bf5b6c7	Glycine max	Glycine max	True	xudouno1	zh35iga1004	0.80974036	related
26cafc21598b8a1f	dea07cd7cbf98e50	Glycine max	Glycine max	True	xudouno1	gmaxzh13	0.80807880	related
26cafc21598b8a1f	e8cbc86c9a41df2f	Glycine max	Glycine max	True	xudouno1	huaxia3iga1007	0.80846918	related
26cafc21598b8a1f	eac340c47f32c565	Glycine max	Glycine max	True	xudouno1	asm5677679v1	0.81333333	related
26cafc21598b8a1f	fca2e8d89b64453f	Glycine max	Glycine max	True	xudouno1	whfsgmhx310	0.80846918	related
28848ab5829075a7	53f61ceb21948c40	Lupinus angustifolius	Lupinus angustifolius	True	asm228589v1	asm228589v2	0.99975652	near_duplicate
28848ab5829075a7	c43ce9a9af962914	Lupinus angustifolius	Lupinus angustifolius	True	asm228589v1	tanjil	0.93468450	related
29502e1062edfe93	34a865520cde6c20	Medicago truncatula	Medicago truncatula	True	r108	r108hm340	1.00000000	near_duplicate
2b995edfcb89c886	bbb86f2e3df92ff3	Pisum sativum	Lathyrus oleraceus	False	zw6	caaspsatzw610	0.99990930	near_duplicate
2c2bfa188a2ecbed	351b9be376cc7087	Glycine max	Glycine max	True	wm82	pi398296	0.80975410	related
2c2bfa188a2ecbed	355a2916e13df156	Glycine max	Glycine max	True	wm82	lee	0.87378843	related
2c2bfa188a2ecbed	384c291022a64cb6	Glycine max	Glycine max	True	wm82	whfsgmzh1310	0.85506194	related
2c2bfa188a2ecbed	3a6e64fc6de3d765	Glycine max	Glycine max	True	wm82	enreiv330	0.83850194	related
2c2bfa188a2ecbed	3b5c89322ad7aa01	Glycine max	Glycine max	True	wm82	lee	0.87378843	related
2c2bfa188a2ecbed	3e10267861bb14ef	Glycine max	Glycine max	True	wm82	yudouno22	0.82602550	related
2c2bfa188a2ecbed	3eb46282b0082eb1	Glycine max	Glycine max	True	wm82	wm82	0.97789594	near_duplicate
2c2bfa188a2ecbed	40ba57c2e078fb9d	Glycine max	Glycine max	True	wm82	glymaleev20	0.87375711	related
2c2bfa188a2ecbed	42e6902fc05e0c1a	Glycine max	Glycine max	True	wm82	yundou1	0.84428671	related
2c2bfa188a2ecbed	473d96afd6793658	Glycine max	Glycine max	True	wm82	whfsgmjy10	0.85632931	related
2c2bfa188a2ecbed	484ac27242746eae	Glycine max	Glycine max	True	wm82	zh13	0.85590723	related
2c2bfa188a2ecbed	4c64ec3551a311a5	Glycine max	Glycine max	True	wm82	fiskebyiii	0.83966147	related
2c2bfa188a2ecbed	5844dd514643bfc4	Glycine max	Glycine max	True	wm82	fiskebyiii	0.83966147	related
2c2bfa188a2ecbed	5f25bd9cfe3467d5	Glycine max	Glycine max	True	wm82	qihuangno34	0.80277675	related
2c2bfa188a2ecbed	5f7c4f84932c68e5	Glycine max	Glycine max	True	wm82	wm82	0.98187059	near_duplicate
2c2bfa188a2ecbed	60946b7f75fef429	Glycine max	Glycine max	True	wm82	gmaxzh13v20	0.84793285	related
2c2bfa188a2ecbed	61894c4aea5cf5df	Glycine max	Glycine max	True	wm82	zhutwinning2	0.81283444	related
2c2bfa188a2ecbed	65cb087a2c0df3b2	Glycine max	Glycine max	True	wm82	tianlong1	0.85300942	related
2c2bfa188a2ecbed	667ae3303395f049	Glycine max	Glycine max	True	wm82	jidouno17	0.88372479	related
2c2bfa188a2ecbed	6d05c41e960f6f2d	Glycine max	Glycine max	True	wm82	wm82	0.97789594	near_duplicate
2c2bfa188a2ecbed	6d38dcb5c92d95c2	Glycine max	Glycine max	True	wm82	wm82njau	0.97662406	near_duplicate
2c2bfa188a2ecbed	6e568fc7addcdb8c	Glycine max	Glycine max	True	wm82	zh13	0.84792131	related
2c2bfa188a2ecbed	716e480d13e4dbdc	Glycine max	Glycine max	True	wm82	glycinemaxv40	0.99965897	near_duplicate
2c2bfa188a2ecbed	738786ee98895b23	Glycine max	Glycine max	True	wm82	v10	0.97786762	near_duplicate
2c2bfa188a2ecbed	740dfddc17e524d3	Glycine max	Glycine max	True	wm82	pi594527platinumchromosomesfasta	0.83202766	related
2c2bfa188a2ecbed	75250b112de08448	Glycine max	Glycine max	True	wm82	wm82	0.98663763	near_duplicate
2c2bfa188a2ecbed	7cbd110bc3a62d6c	Glycine max	Glycine max	True	wm82	whfsgmhf2510	0.85987804	related
2c2bfa188a2ecbed	82ce90eea621c1cb	Glycine max	Glycine max	True	wm82	hwangkeum	0.86298625	related
2c2bfa188a2ecbed	838679e55c2d0890	Glycine max	Glycine max	True	wm82	lee	0.87975026	related
2c2bfa188a2ecbed	84b734e351285496	Glycine max	Glycine max	True	wm82	zh13	0.85232148	related
2c2bfa188a2ecbed	871fd28ea67a2de5	Glycine max	Glycine max	True	wm82	whfsgmw8210	0.97477656	near_duplicate
2c2bfa188a2ecbed	887fc38a30f65f36	Glycine max	Glycine max	True	wm82	fengdihuang	0.84477446	related
2c2bfa188a2ecbed	8948693e7614b9a0	Glycine max	Glycine max	True	wm82	amsoy	0.82345511	related
2c2bfa188a2ecbed	897c7e04cd83ff6e	Glycine max	Glycine max	True	wm82	v11	0.97771008	near_duplicate
2c2bfa188a2ecbed	8c21e283eca8cf3b	Glycine max	Glycine max	True	wm82	heiheno43	0.82701575	related
2c2bfa188a2ecbed	9065b12aa8b08a62	Glycine max	Glycine max	True	wm82	asm4080195v1	0.85064722	related
2c2bfa188a2ecbed	91ea3a5d896e6648	Glycine max	Glycine max	True	wm82	glycinemaxv20	0.98631830	near_duplicate
2c2bfa188a2ecbed	96468b4838f74d0d	Glycine max	Glycine max	True	wm82	enrei	0.83932292	related
2c2bfa188a2ecbed	98cf7f6c3f3626e4	Glycine max	Glycine max	True	wm82	zh13iga1005	0.85506194	related
2c2bfa188a2ecbed	a1031c671efeadfc	Glycine max	Glycine max	True	wm82	shishengchangye	0.84193801	related
2c2bfa188a2ecbed	a5e485b56aa79b8f	Glycine max	Glycine max	True	wm82	whfsgmzh3510	0.82749159	related
2c2bfa188a2ecbed	a8412af2ff4cd5ed	Glycine max	Glycine max	True	wm82	handouno5	0.83633339	related
2c2bfa188a2ecbed	aacea7c6039184ef	Glycine max	Glycine max	True	wm82	wenfeng7iga1001	0.82610042	related
2c2bfa188a2ecbed	ae8f30e37611692d	Glycine max	Glycine max	True	wm82	tiefengno18	0.86193340	related
2c2bfa188a2ecbed	b503a63d15d33fea	Glycine max	Glycine max	True	wm82	juxuanno23	0.81611009	related
2c2bfa188a2ecbed	b659b2f851a1f246	Glycine max	Glycine max	True	wm82	embgmbrs53710	0.86869584	related
2c2bfa188a2ecbed	bb5dcc92012e8623	Glycine max	Glycine max	True	wm82	tongshantianedan	0.81068682	related
2c2bfa188a2ecbed	c54fb54176965d99	Glycine max	Glycine max	True	wm82	wm82	1.00000000	near_duplicate
2c2bfa188a2ecbed	ca6a965855822565	Glycine max	Glycine max	True	wm82	asm2211499v1	0.84335202	related
2c2bfa188a2ecbed	d1dc3503d3fab1b3	Glycine max	Glycine max	True	wm82	glymalee	0.87378843	related
2c2bfa188a2ecbed	d4ed1350b181bf96	Glycine max	Glycine max	True	wm82	58161	0.82745838	related
2c2bfa188a2ecbed	d743659d2310fe55	Glycine max	Glycine max	True	wm82	pi548362	0.89784909	related
2c2bfa188a2ecbed	d7abe2eb0f698c46	Glycine max	Glycine max	True	wm82	jd17	0.90220444	related
2c2bfa188a2ecbed	d8e304252bf5b6c7	Glycine max	Glycine max	True	wm82	zh35iga1004	0.82749159	related
2c2bfa188a2ecbed	d9e3d4cd719a05e5	Glycine max	Glycine max	True	wm82	hefeng25iga1002	0.85987804	related
2c2bfa188a2ecbed	da2190d8185c2216	Glycine max	Glycine max	True	wm82	jindouno23	0.82724266	related
2c2bfa188a2ecbed	dea07cd7cbf98e50	Glycine max	Glycine max	True	wm82	gmaxzh13	0.85255447	related
2c2bfa188a2ecbed	e75b0684f432e271	Glycine max	Glycine max	True	wm82	wandouno28	0.84297992	related
2c2bfa188a2ecbed	e7e022605327ebb2	Glycine max	Glycine max	True	wm82	tiejiasilihuang	0.84636936	related
2c2bfa188a2ecbed	e8cbc86c9a41df2f	Glycine max	Glycine max	True	wm82	huaxia3iga1007	0.84684095	related
2c2bfa188a2ecbed	eac340c47f32c565	Glycine max	Glycine max	True	wm82	asm5677679v1	0.84750661	related
2c2bfa188a2ecbed	f0ec01b9e4056bfc	Glycine max	Glycine max	True	wm82	wm82iga1008	0.97477656	near_duplicate
2c2bfa188a2ecbed	f23ce0d142345d64	Glycine max	Glycine max	True	wm82	keshanno1	0.83492205	related
2c2bfa188a2ecbed	fca2e8d89b64453f	Glycine max	Glycine max	True	wm82	whfsgmhx310	0.84684095	related
2c32947ccaad4cd0	b33d685a6f3f64a7	Lablab purpureus	Lablab purpureus	True	ilrilpur	asm3476976v1	0.85019236	related
2c32947ccaad4cd0	c1c3a4f1e8726e1a	Lablab purpureus	Lablab purpureus	True	ilrilpur	asm5140373v1	0.84313226	related
2c32947ccaad4cd0	dcc9a52283bb1114	Lablab purpureus	Lablab purpureus	True	ilrilpur	highworth	1.00000000	near_duplicate
2ca78acb5d4cc2d1	2d478aa217e9bb5c	Vigna radiata	Vigna radiata	True	weilv9	vc1973a	0.80232866	related
2ca78acb5d4cc2d1	7ba0f9e9afc15fd9	Vigna radiata	Vigna radiata	True	weilv9	viraweilv9	1.00000000	near_duplicate
2ca78acb5d4cc2d1	d6202cd93dd9ee45	Vigna radiata	Vigna radiata	True	weilv9	udncvripm020311	0.81060448	related
2ca78acb5d4cc2d1	ef6a350cb9cc2a35	Vigna radiata	Vigna radiata	True	weilv9	asm4058398v2	0.81799340	related
2ca78acb5d4cc2d1	eff2b84e522d85d4	Vigna radiata	Vigna radiata	True	weilv9	vradiataver6	0.80324280	related
2ca78acb5d4cc2d1	fafd79f33d7e0f52	Vigna radiata	Vigna radiata	True	weilv9	asm4058398v1	0.81799340	related
2ca78acb5d4cc2d1	ff14efc287b18b61	Vigna radiata	Vigna radiata	True	weilv9	asm5039588v1	0.80664030	related
2d478aa217e9bb5c	58455bfa5108783d	Vigna radiata	Vigna radiata	True	vc1973a	vc1973a	0.86173681	related
2d478aa217e9bb5c	7ba0f9e9afc15fd9	Vigna radiata	Vigna radiata	True	vc1973a	viraweilv9	0.80232866	related
2d478aa217e9bb5c	ef6a350cb9cc2a35	Vigna radiata	Vigna radiata	True	vc1973a	asm4058398v2	0.86530396	related
2d478aa217e9bb5c	eff2b84e522d85d4	Vigna radiata	Vigna radiata	True	vc1973a	vradiataver6	0.99896441	near_duplicate
2d478aa217e9bb5c	fafd79f33d7e0f52	Vigna radiata	Vigna radiata	True	vc1973a	asm4058398v1	0.86530396	related
2d478aa217e9bb5c	ff14efc287b18b61	Vigna radiata	Vigna radiata	True	vc1973a	asm5039588v1	0.93953875	related
2daddc3ee04c2da4	3f2bcde8b6efba1f	Phaseolus vulgaris	Phaseolus vulgaris	True	asm5686998v1	5593	0.80671110	related
2daddc3ee04c2da4	45f4dcb8b3e7ce06	Phaseolus vulgaris	Phaseolus vulgaris	True	asm5686998v1	phasibeam100	0.90504740	related
2daddc3ee04c2da4	a9c8f2b6edacea6d	Phaseolus vulgaris	Phaseolus vulgaris	True	asm5686998v1	ui111	0.80891809	related
2e6270d00994b4eb	3a41b2e8ca5aa320	Cajanus cajan	Cajanus cajan	True	ccajanv11	cajcaashav20	0.99415383	near_duplicate
2e6270d00994b4eb	69e6987cb4e1b416	Cajanus cajan	Cajanus cajan	True	ccajanv11	icpl87119	0.98296826	near_duplicate
2e6270d00994b4eb	6d318d195b2a060f	Cajanus cajan	Cajanus cajan	True	ccajanv11	ccajanv10	0.99464688	near_duplicate
2e6270d00994b4eb	9d9311fce6d06103	Cajanus cajan	Cajanus cajan	True	ccajanv11	nipbcct2t4	0.82199523	related
2e6270d00994b4eb	a427b3f85dfe3573	Cajanus cajan	Cajanus cajan	True	ccajanv11	icpl87119	0.99448253	near_duplicate
2f841394a8ac723e	a42ce6f2416d978c	Pisum sativum	Lathyrus oleraceus	False	cameor	pisumsativumv1a	1.00000000	near_duplicate
3374dd5070afe91a	dcca1553a99a7642	Ornithopus perpusillus	Ornithopus perpusillus	True	drornperp1hap11	drornperp1hap21	0.93521516	related
351b9be376cc7087	355a2916e13df156	Glycine max	Glycine max	True	pi398296	lee	0.81691468	related
351b9be376cc7087	384c291022a64cb6	Glycine max	Glycine max	True	pi398296	whfsgmzh1310	0.81579156	related
