candidate_id	source_kind	source	relative_path	member_name	species	genus	material_key	orientation_group_id	near_duplicate_group_id	near_duplicate_group_size	assembly_evidence	assembly_tier	assembly_evidence_pending	official_assembly_level	official_assembly_report	assembly_accession	t2t_label	base_count	callable_bases	n_fraction	contig_count	n50	large_sequence_fraction	long_callable_fraction	strict_annotation_count	annotation_id	annotation_source	annotation_path	annotation_member_name	annotation_gene_count	hard_gate_pass	hard_gate_reasons	store_manifest_sha256	nonoverlap_windows_1024	nonoverlap_windows_8192	nonoverlap_windows_32768	nonoverlap_windows_65536	nonoverlap_windows_131072	nonoverlap_windows_262144	selection_status	store_set_sha256
48a76a86f474a4e8	file	legume_family_legumeinfo	legume_family/legumeinfo/Medicago/polymorpha/Huaiyang_Jinhuacai.gnm1.ZH4B/genome/medpo.Huaiyang_Jinhuacai.gnm1.ZH4B.genome_main.fna.gz	.	Medicago polymorpha	Medicago	huaiyangjinhuacai	orientation-b31fb6667e490251	near-48a76a86f474a4e8	1	structural_proxy	2	True	UNVERIFIED	.	.	False	457531409	457524809	1.4425239164290904e-05	269	57718482	0.9291991492544722	0.9747405085524007	0	.	.	.	.	0	False	strict_annotation_count_0	e93750dc54c64ed2b1b23acd021f34f046d851767d50bb578ed29fd959275ff9	446638	55680	13783	6813	3361	1649	REJECTED_HARD_GATE	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
497b450b64c4d6f9	file	legume_family_ncbi	legume_family/ncbi/Lupinus_albus/CNRS_Lalb_1.0/genome/GCA_009771035.1_CNRS_Lalb_1.0_genomic.fna.gz	.	Lupinus albus	Lupinus	cnrslalb10	orientation-fe48d9984ac8c0bb	near-0b4f69cb2f7e7490	2	chromosome_official	3	False	Chromosome	data/raw/legume_family/ncbi/Lupinus_albus/CNRS_Lalb_1.0/assembly_report/GCA_009771035.1_CNRS_Lalb_1.0_assembly_report.txt	GCA_009771035.1	False	450972408	448704169	0.005029662479927153	89	17349171	0.9621450388157672	0.9863905476661617	1	50ef678a38843c53	legume_family_ncbi	legume_family/ncbi/Lupinus_albus/CNRS_Lalb_1.0/gff3/GCA_009771035.1_CNRS_Lalb_1.0_genomic.gff.gz	.	41359	True	.	7c9462fdf9e6a7d9b8dcef70de34eb4d22af2d590366334a4be812957367aa72	438116	54703	13629	6777	3354	1645	SELECTED	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
4996fa1f85d395b4	file	legume_family_legumeinfo	legume_family/legumeinfo/Medicago/truncatula/HM058.gnm1.JVBP/genome/medtr.HM058.gnm1.JVBP.genome_main.fna.gz	.	Medicago truncatula	Medicago	hm058	orientation-79eeebc4c2b58a39	near-4996fa1f85d395b4	1	insufficient	0	True	UNVERIFIED	.	.	False	409729257	354879246	0.13386891480878554	4349	518877	0.0	0.0	1	5dcb84ba3cfb4247	legume_family_legumeinfo	legume_family/legumeinfo/Medicago/truncatula/HM058.gnm1.ann1.LXPZ/gff3/medtr.HM058.gnm1.ann1.LXPZ.gene_models_main.gff3.gz	.	63887	False	insufficient_chromosome_scale_evidence;n_fraction_above_limit	02475d04f34df0037dc090520e91c8add83a663dd8bb553682fd3eb57beeb67d	313641	26689	2047	179	1	0	REJECTED_HARD_GATE	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
4adcffd90a760081	file	legume_family_ncbi	legume_family/ncbi/Dalbergia_cultrata/Dcul_1.0/genome/GCA_031216105.1_Dcul_1.0_genomic.fna.gz	.	Dalbergia cultrata	Dalbergia	dcul10	orientation-d1d75ded31989bf1	near-4adcffd90a760081	1	chromosome_official	3	False	Chromosome	data/raw/legume_family/ncbi/Dalbergia_cultrata/Dcul_1.0/assembly_report/GCA_031216105.1_Dcul_1.0_assembly_report.txt	GCA_031216105.1	False	645983249	645687042	0.0004585366578135527	628	61070660	0.9502058868402639	0.9234496407936277	0	.	.	.	.	0	False	strict_annotation_count_0	a0019efa76e803aea7020d9ac6d26b872df89c1495aa252026ad9bda676b19c2	629916	78429	19026	9302	4511	2161	REJECTED_HARD_GATE	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
4af774d3380276a6	file	legume_family_ncbi	legume_family/ncbi/Medicago_sativa/ASM4841791v1/genome/GCA_048417915.1_ASM4841791v1_genomic.fna.gz	.	Medicago sativa	Medicago	asm4841791v1	orientation-0afd46b4f7212f0f	near-4af774d3380276a6	1	chromosome_official	3	False	Chromosome	data/raw/legume_family/ncbi/Medicago_sativa/ASM4841791v1/assembly_report/GCA_048417915.1_ASM4841791v1_assembly_report.txt	GCA_048417915.1	False	826688558	826169058	0.0006284107781252248	41	97831157	0.9992578583626652	0.6962439702020407	0	.	.	.	.	0	False	strict_annotation_count_0	6eb8e2dc521dbf72b7809c72b482527f4ba1f0aa977b7c6b8f9ec1cef502b371	804172	99090	22337	10201	4463	1895	REJECTED_HARD_GATE	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
4b2ece1f6537ba7f	file	legume_family_ncbi	legume_family/ncbi/Astragalus_glycyphyllos/drAstGlyc1.1/genome/GCA_963573325.1_drAstGlyc1.1_genomic.fna.gz	.	Astragalus glycyphyllos	Astragalus	drastglyc11	orientation-d8c34fa6f11648ff	near-4b2ece1f6537ba7f	1	chromosome_official	3	False	Chromosome	data/raw/legume_family/ncbi/Astragalus_glycyphyllos/drAstGlyc1.1/assembly_report/GCA_963573325.1_drAstGlyc1.1_assembly_report.txt	GCA_963573325.1	False	680765231	680685631	0.00011692724066279467	20	84783769	0.9963781581553773	0.9854911202025947	0	.	.	.	.	0	False	strict_annotation_count_0	ec4987629af3712b03c75bd4a739fc202a162065e306879feae6858b91ccb186	664520	82885	20562	10183	4990	2404	REJECTED_HARD_GATE	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
4b7148124b1f98f1	file	legume_family_legumeinfo	legume_family/legumeinfo/Arachis/duranensis/K30065.gnm1.M24N/genome/aradu.K30065.gnm1.M24N.genome_main.fna.gz	.	Arachis duranensis	Arachis	k30065	orientation-e09b4ca569ec655d	near-4b7148124b1f98f1	1	structural_proxy	2	True	UNVERIFIED	.	.	False	1106325876	1106084184	0.00021846365997860832	116	115523635	0.988975101039759	0.8625733590635991	0	.	.	.	.	0	False	strict_annotation_count_0	521b67acf0ad637d7da62f0bd8fafbeb15bbd76ee5469c7ac477c242f9308874	1078650	133524	32223	15427	7216	3179	REJECTED_HARD_GATE	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
4c0bceedcb720407	file	legume_family_ncbi	legume_family/ncbi/Psophocarpus_tetragonolobus/Ptet_1/genome/GCA_037954015.1_Ptet_1_genomic.fna.gz	.	Psophocarpus tetragonolobus	Psophocarpus	ptet1	orientation-052e46717b2f927b	near-4c0bceedcb720407	1	chromosome_official	3	False	Chromosome	data/raw/legume_family/ncbi/Psophocarpus_tetragonolobus/Ptet_1/assembly_report/GCA_037954015.1_Ptet_1_assembly_report.txt	GCA_037954015.1	False	709758061	709697061	8.594477942815502e-05	362	83509198	0.9420699443102204	0.976185630561601	1	446c9b12e1c6e44f	legume_family_ncbi	legume_family/ncbi/Psophocarpus_tetragonolobus/Ptet_1/gff3/GCA_037954015.1_Ptet_1_genomic.gff.gz	.	31170	True	.	5e9a42788bcfe876543d0fa69dd182b882ae3e41beed1127b633967bcee024cb	692849	86413	21432	10624	5258	2599	SELECTED	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
4c1c1d74d7e6a870	file	legume_family_legumeinfo	legume_family/legumeinfo/Glycine/syndetika/G1300.gnm1.C11H/genome/glysy.G1300.gnm1.C11H.genome_main.fna.gz	.	Glycine syndetika	Glycine	g1300	orientation-70ed1fde28a01a39	near-4c1c1d74d7e6a870	1	structural_proxy	2	True	UNVERIFIED	.	.	False	942908937	942717120	0.00020343109760980024	20	49331441	1.0	0.9765153941407153	1	af58527c0d4b39e3	legume_family_legumeinfo	legume_family/legumeinfo/Glycine/syndetika/G1300.gnm1.ann1.RRK6/gff3/glysy.G1300.gnm1.ann1.RRK6.gene_models_main.gff3.gz	.	54366	True	.	8bf1e2f893eb844014850a0fc6f2f35ce7780eb7a9985de3700b4daa4dceecde	920193	114665	28359	13982	6806	3201	SELECTED	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
4c64ec3551a311a5	file	legume_family_legumeinfo	legume_family/legumeinfo/Glycine/max/FiskebyIII.gnm1.F177/genome/glyma.FiskebyIII.gnm1.F177.genome_softmasked.fna.gz	.	Glycine max	Glycine	fiskebyiii	orientation-7b5df1cefdfc1961	near-4c64ec3551a311a5	2	structural_proxy	2	True	UNVERIFIED	.	.	False	992209628	990939628	0.0012799714537742824	203	50785627	0.9864701393524474	0.986157818688022	0	.	.	.	.	0	False	strict_annotation_count_0	d7594091592abb19774d8b512380df19c336758bb9502fa441111997a2675ec6	967548	120802	30077	14955	7406	3657	REJECTED_HARD_GATE	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
4d7379e487aabba1	file	legume_family_ncbi	legume_family/ncbi/Medicago_sativa/ASM4841853v1/genome/GCA_048418535.1_ASM4841853v1_genomic.fna.gz	.	Medicago sativa	Medicago	asm4841853v1	orientation-aa70ac3c4b7829fa	near-4d7379e487aabba1	1	chromosome_official	3	False	Chromosome	data/raw/legume_family/ncbi/Medicago_sativa/ASM4841853v1/assembly_report/GCA_048418535.1_ASM4841853v1_assembly_report.txt	GCA_048418535.1	False	801787058	801625858	0.0002010508880027345	32	104482910	0.9943742818557693	0.9174631739486627	0	.	.	.	.	0	False	strict_annotation_count_0	d6bcdced89580cb7d477214e108386ea6f79f14657d87c5d6196a19ad014601d	782006	97040	23654	11372	5414	2470	REJECTED_HARD_GATE	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
4e4267a265523c1a	file	legume_family_ncbi	legume_family/ncbi/Phaseolus_vulgaris/ASM2944876v1/genome/GCA_029448765.1_ASM2944876v1_genomic.fna.gz	.	Phaseolus vulgaris	Phaseolus	asm2944876v1	orientation-e066a3a9ade81f75	near-4e4267a265523c1a	1	chromosome_official	3	False	Chromosome	data/raw/legume_family/ncbi/Phaseolus_vulgaris/ASM2944876v1/assembly_report/GCA_029448765.1_ASM2944876v1_assembly_report.txt	GCA_029448765.1	False	615703893	615700493	5.522134972110693e-06	1231	54932568	0.9187754948952386	0.9333479013472221	0	.	.	.	.	0	False	strict_annotation_count_0	bc988b3674db9a49abe10ddba17707f20925c0dedfbbb6843608a654ad9183b1	600625	74548	18114	8796	4369	2169	REJECTED_HARD_GATE	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
4f2ba84ef83f10b4	file	legume_family_ncbi	legume_family/ncbi/Arachis_hypogaea/HN51/genome/GCA_039852515.1_HN51_genomic.fna.gz	.	Arachis hypogaea	Arachis	hn51	orientation-433ecaf721058f83	near-1e03257b23978be3	17	complete_genome	4	False	Complete Genome	data/raw/legume_family/ncbi/Arachis_hypogaea/HN51/assembly_report/GCA_039852515.1_HN51_assembly_report.txt	GCA_039852515.1	False	2607897625	2607897625	0.0	20	138995579	1.0	1.0	1	3b50ef598e84e973	legume_family_ncbi	legume_family/ncbi/Arachis_hypogaea/HN51/gff3/GCA_039852515.1_HN51_genomic.gff.gz	.	71863	True	.	cdf17bfd6833346af80726a80e39b828e9db17e969419e1a5a01be985433e310	2546766	318338	79582	39785	19888	9939	SELECTED	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
4fd35dbb64b43589	file	legume_family_ncbi	legume_family/ncbi/Albizia_julibrissin/ASM3707450v1/genome/GCA_037074505.1_ASM3707450v1_genomic.fna.gz	.	Albizia julibrissin	Albizia	asm3707450v1	orientation-07fe58c1f2e3b286	near-4fd35dbb64b43589	1	chromosome_official	3	False	Chromosome	data/raw/legume_family/ncbi/Albizia_julibrissin/ASM3707450v1/assembly_report/GCA_037074505.1_ASM3707450v1_assembly_report.txt	GCA_037074505.1	False	704936734	704924734	1.7022804205291987e-05	203	55539299	0.9638344892947514	0.9829326715041893	0	.	.	.	.	0	False	strict_annotation_count_0	39fa4d9bfa7e31e7344635a46b78fb1c1309787dac268ff70cb362a448ff7d15	688300	85940	21403	10638	5277	2620	REJECTED_HARD_GATE	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
502062c5bedafb3b	file	legume_family_ncbi	legume_family/ncbi/Arachis_hypogaea/arahy.Tifrunner.gnm2.J5K5/genome/GCF_003086295.3_arahy.Tifrunner.gnm2.J5K5_genomic.fna.gz	.	Arachis hypogaea	Arachis	arahytifrunner	orientation-64c0415b3bd98863	near-1e03257b23978be3	17	chromosome_official	3	False	Chromosome	data/raw/legume_family/ncbi/Arachis_hypogaea/arahy.Tifrunner.gnm2.J5K5/assembly_report/GCF_003086295.3_arahy.Tifrunner.gnm2.J5K5_assembly_report.txt	GCA_003086295.3	False	2557569806	2553788447	0.0014784968883856146	443	135027066	0.9924466546505671	0.9276023531952332	0	.	.	.	.	0	False	strict_annotation_count_0	249c7a32d1f10aceee4a6b8a605ffadfbbc8f251fef2b54dcb4b157a1122f610	2491823	309704	75896	36982	17610	8084	REJECTED_HARD_GATE	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
502b177d3c700104	file	legume_family_ncbi	legume_family/ncbi/Dalbergia_cochinchinensis/Dcoc_1.0/genome/GCA_031216125.1_Dcoc_1.0_genomic.fna.gz	.	Dalbergia cochinchinensis	Dalbergia	dcoc10	orientation-bcd9ee739a0a4ba9	near-502b177d3c700104	1	chromosome_official	3	False	Chromosome	data/raw/legume_family/ncbi/Dalbergia_cochinchinensis/Dcoc_1.0/assembly_report/GCA_031216125.1_Dcoc_1.0_assembly_report.txt	GCA_031216125.1	False	700604944	700500444	0.00014915681211635868	319	70409781	0.9910873837624532	0.9815683400194961	0	.	.	.	.	0	False	strict_annotation_count_0	2d8d3ab99d77de3157198db90baf4f49d40b8c8fcf2f4885a0441765d471c703	683819	85271	21161	10512	5201	2558	REJECTED_HARD_GATE	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
5045ff04509ebba0	file	legume_family_ncbi	legume_family/ncbi/Astragalus_membranaceus/ASM4292456v1/genome/GCA_042924565.1_ASM4292456v1_genomic.fna.gz	.	Astragalus membranaceus	Astragalus	asm4292456v1	orientation-c4cb5e9511e69c4e	near-5045ff04509ebba0	1	chromosome_official	3	False	Chromosome	data/raw/legume_family/ncbi/Astragalus_membranaceus/ASM4292456v1/assembly_report/GCA_042924565.1_ASM4292456v1_assembly_report.txt	GCA_042924565.1	False	1439706385	1439603185	7.168128243037555e-05	28	184686679	0.9965115880207756	0.9667454507611415	0	.	.	.	.	0	False	strict_annotation_count_0	66208a804c0eced6364a9d734965d09138ad3e40addb5c2a1df836789ba6f782	1405326	175204	43401	21437	10464	4938	REJECTED_HARD_GATE	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
5074f46498a4b0ed	file	legume_family_legumeinfo	legume_family/legumeinfo/Medicago/truncatula/HM005.gnm1.BQQH/genome/medtr.HM005.gnm1.BQQH.genome_main.fna.gz	.	Medicago truncatula	Medicago	hm005	orientation-5bc3b8b352065618	near-5074f46498a4b0ed	1	insufficient	0	True	UNVERIFIED	.	.	False	383205789	355269564	0.07290136475469582	3979	484185	0.0	0.0	0	.	.	.	.	0	False	insufficient_chromosome_scale_evidence;strict_annotation_count_0	d7d6443487afb280e9f0241fbb0f0d03edc1ab95fea20ec603158e0ca250b331	326789	31058	3696	651	32	0	REJECTED_HARD_GATE	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
509eba810398551d	file	legume_family_legumeinfo	legume_family/legumeinfo/Vigna/unguiculata/IT97K-499-35.gnm1.QnBW/genome/vigun.IT97K-499-35.gnm1.QnBW.genome_softmasked.fna.gz	.	Vigna unguiculata	Vigna	it97k49935	orientation-edc3107ae36a4fce	near-509eba810398551d	1	structural_proxy	2	True	UNVERIFIED	.	.	False	336385719	334737700	0.004899194308543164	8	42129361	1.0	0.9979933751113185	2	.	.	.	.	0	False	strict_annotation_count_2	c5464687cf9138c813dcb94d0997e84ea0a935f707f0f3678cc1bd24307c465b	326864	40833	10186	5081	2525	1248	REJECTED_HARD_GATE	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
50c0b82860d15cb1	file	legume_family_ncbi	legume_family/ncbi/Pueraria_montana_var._lobata/ASM2641318v1/genome/GCA_026413185.1_ASM2641318v1_genomic.fna.gz	.	Pueraria montana var. lobata	Pueraria	asm2641318v1	orientation-0ba48de828a40507	near-50c0b82860d15cb1	1	chromosome_official	3	False	Chromosome	data/raw/legume_family/ncbi/Pueraria_montana_var._lobata/ASM2641318v1/assembly_report/GCA_026413185.1_ASM2641318v1_assembly_report.txt	GCA_026413185.1	False	939214006	939201106	1.3734888872600564e-05	245	81655469	0.9781738795747899	0.9833460524055218	0	.	.	.	.	0	False	strict_annotation_count_0	03a343ccd45cde8ba2b6e9f5a27682f4d8fa2e82d40ca439be217550f771435f	917005	114462	28487	14129	7025	3484	REJECTED_HARD_GATE	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
539814fd4ada940f	file	legume_family_legumeinfo	legume_family/legumeinfo/Glycine/max/Fukuyutaka.gnm3.424H/genome/glyma.Fukuyutaka.gnm3.424H.genome_main.fna.gz	.	Glycine max	Glycine	fukuyutaka	orientation-12d318201d2525e2	near-539814fd4ada940f	1	structural_proxy	2	True	UNVERIFIED	.	.	False	990597857	988344626	0.002274617276907757	20	51207655	1.0	0.9951777316589567	1	016d16cc57f88ca0	legume_family_legumeinfo	legume_family/legumeinfo/Glycine/max/Fukuyutaka.gnm3.ann1.RWJM/gff3/glyma.Fukuyutaka.gnm3.ann1.RWJM.gene_models_main.gff3.gz	.	55618	True	.	064e2f48cf24971bae7f325c1f63d61cbcddb89317dc58cddeb5aeaf12c55066	965116	120590	30107	15020	7475	3712	SELECTED	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
53f61ceb21948c40	file	legume_family_ncbi	legume_family/ncbi/Lupinus_angustifolius/ASM228589v2/genome/GCA_002285895.2_ASM228589v2_genomic.fna.gz	.	Lupinus angustifolius	Lupinus	asm228589v2	orientation-be0a0fef18145c56	near-28848ab5829075a7	2	chromosome_official	3	False	Chromosome	data/raw/legume_family/ncbi/Lupinus_angustifolius/ASM228589v2/assembly_report/GCA_002285895.2_ASM228589v2_assembly_report.txt	GCA_002285895.2	False	557908961	553553915	0.007806015505099586	20	30409451	1.0	0.06429232462388058	0	.	.	.	.	0	False	strict_annotation_count_0	edfb1ed908a2c34ed926cf9d945b29bb2b65e4922f7f00a70d45edc5aea922a7	519692	55677	9219	2740	627	107	REJECTED_HARD_GATE	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
53ff69971c022fda	file	legume_family_ncbi	legume_family/ncbi/Ebenus_cretica/drEbeCret1.1/genome/GCA_964291055.1_drEbeCret1.1_genomic.fna.gz	.	Ebenus cretica	Ebenus	drebecret11	orientation-e27af02654d0431c	near-53ff69971c022fda	3	chromosome_official	3	False	Chromosome	data/raw/legume_family/ncbi/Ebenus_cretica/drEbeCret1.1/assembly_report/GCA_964291055.1_drEbeCret1.1_assembly_report.txt	GCA_964291055.1	False	944538891	944537091	1.9056917795034446e-06	55	161678577	0.996304820232119	0.9972825355145317	0	.	.	.	.	0	False	strict_annotation_count_0	adeb425dcda4f93cda0bb92c53325e5fc7b1e87c0552c2b1e0b6a0a8c0b772e4	922364	115265	28793	14376	7176	3582	REJECTED_HARD_GATE	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
5446c2f67c6a5679	file	legume_family_ncbi	legume_family/ncbi/Vigna_unguiculata_subsp._sesquipedalis/ASM2640112v1/genome/GCA_026401125.1_ASM2640112v1_genomic.fna.gz	.	Vigna unguiculata subsp. sesquipedalis	Vigna	asm2640112v1	orientation-4084c44b45764875	near-5446c2f67c6a5679	3	chromosome_official	3	False	Chromosome	data/raw/legume_family/ncbi/Vigna_unguiculata_subsp._sesquipedalis/ASM2640112v1/assembly_report/GCA_026401125.1_ASM2640112v1_assembly_report.txt	GCA_026401125.1	False	593980980	593870980	0.00018519111504210117	2033	47781015	0.9079855873499518	0.9143525501111369	0	.	.	.	.	0	False	strict_annotation_count_0	7340eb6ff4a0971c79a589c6b590427730801d043246482759481e0856fb0e7a	578858	71400	16880	8324	4125	2048	REJECTED_HARD_GATE	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
557227a4efbbf1a6	file	legume_family_legumeinfo	legume_family/legumeinfo/Vicia/villosa/HV-30.gnm1.2TXG/genome/vicvi.HV-30.gnm1.2TXG.genome_main.fna.gz	.	Vicia villosa	Vicia	hv30	orientation-a712b3a0962b1ae0	near-557227a4efbbf1a6	1	insufficient	0	True	UNVERIFIED	.	.	False	2034988852	2034640251	0.00017130364112677703	1888	174244307	0.6774342000179173	0.826134608402574	1	69f60019bcd232e6	legume_family_legumeinfo	legume_family/legumeinfo/Vicia/villosa/HV-30.gnm1.ann1.6WFF/gff3/vicvi.HV-30.gnm1.ann1.6WFF.gene_models_main.gff3.gz	.	54730	False	insufficient_chromosome_scale_evidence	2604dd0e9c5ce310220c8faf2a159b2d48ade255e5e1d45e5c2fa998f064c1d5	1984224	245727	59339	28279	12793	5257	REJECTED_HARD_GATE	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
55b00f167cf5ad4b	file	legume_family_ncbi	legume_family/ncbi/Trifolium_repens/UTM_Trep_v1.0_hap2/genome/GCA_030914255.1_UTM_Trep_v1.0_hap2_genomic.fna.gz	.	Trifolium repens	Trifolium	utmtrepv10hap2	orientation-8d48c71e614af2e7	near-55b00f167cf5ad4b	1	chromosome_official	3	False	Chromosome	data/raw/legume_family/ncbi/Trifolium_repens/UTM_Trep_v1.0_hap2/assembly_report/GCA_030914255.1_UTM_Trep_v1.0_hap2_assembly_report.txt	GCA_030914255.1	False	1009398733	1009389933	8.718061269847067e-06	1022	58622306	0.9380598638021076	0.9564727242034026	0	.	.	.	.	0	False	strict_annotation_count_0	4aad13d8d4fa506101ce1ab5957c145c58f180250d4da4962327fe0a65e2e8d0	985161	122651	30191	14857	7348	3637	REJECTED_HARD_GATE	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
56309753cfc15648	file	legume_family_legumeinfo	legume_family/legumeinfo/Medicago/sativa/PI464715.gnm1.8GK6/genome/medsa.PI464715.gnm1.8GK6.genome_main.fna.gz	.	Medicago sativa	Medicago	pi464715	orientation-7a2cd4a9f6751398	near-56309753cfc15648	1	structural_proxy	2	True	UNVERIFIED	.	.	False	793225398	793191298	4.2989042062921944e-05	28	102487784	0.9846697268762945	0.9888911905334594	0	.	.	.	.	0	False	strict_annotation_count_0	ab749c17ffc405c3e55bb0e9e1f7697e53a67272201f22ff102e0775127b3e55	774422	96639	24017	11915	5866	2841	REJECTED_HARD_GATE	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
56b71b5fe2e26359	file	legume_family_ncbi	legume_family/ncbi/Vicia_parviflora/drVicParv1.1/genome/GCA_965231315.1_drVicParv1.1_genomic.fna.gz	.	Vicia parviflora	Vicia	drvicparv11	orientation-0fd6b21ce8754105	near-56b71b5fe2e26359	1	chromosome_official	3	False	Chromosome	data/raw/legume_family/ncbi/Vicia_parviflora/drVicParv1.1/assembly_report/GCA_965231315.1_drVicParv1.1_assembly_report.txt	GCA_965231315.1	False	2827019887	2826794287	7.980134877629179e-05	167	399062982	0.9960591861941861	0.9924219186735607	0	.	.	.	.	0	False	strict_annotation_count_0	58d21040a062a4dacc9a1084133442fa35eb151bb7b46761ed2ed08f992cacce	2759890	344406	85620	42492	20958	10190	REJECTED_HARD_GATE	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
56bc7c342b765b44	file	legumeinfo	legumeinfo/PI_549046.gnm1.TSLF/genome/glyso.PI_549046.gnm1.TSLF.genome_main.fna.gz	.	Glycine soja	Glycine	pi549046	orientation-8fd3a220610315cb	near-56bc7c342b765b44	1	structural_proxy	2	True	UNVERIFIED	.	.	False	1006955568	1005122852	0.0018200564734351815	118	51876710	0.9771050493858533	0.9683131201955798	1	5820343502432e05	legumeinfo	legumeinfo/PI_549046.gnm1.ann1.65KD/gff3/glyso.PI_549046.gnm1.ann1.65KD.gene_models_main.gff3.gz	.	55516	True	.	4a95435ea01e9efaec7cdc25c08f95f1d5b92f2a3caa52d103ac3917aa458553	981143	122257	30200	14929	7411	3671	SELECTED	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
583ba5d1deb2b917	file	legume_family_legumeinfo	legume_family/legumeinfo/Glycine/max/Lee.gnm1.BXNC/genome/glyma.Lee.gnm1.BXNC.genome_softmasked.fna.gz	.	Glycine max	Glycine	lee	orientation-08ba500133c68bb9	near-583ba5d1deb2b917	1	structural_proxy	2	True	UNVERIFIED	.	.	False	396849510	382048272	0.037296853409243214	8	52519505	1.0	0.0	0	.	.	.	.	0	False	strict_annotation_count_0	918716b620977518dc75fb43361972714df2594613322a592c3d0c00379adb6f	363298	38129	5087	1029	69	0	REJECTED_HARD_GATE	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
5844dd514643bfc4	file	legumeinfo	legumeinfo/FiskebyIII.gnm1.F177/genome/glyma.FiskebyIII.gnm1.F177.genome_main.fna.gz	.	Glycine max	Glycine	fiskebyiii	orientation-7b5df1cefdfc1961	near-4c64ec3551a311a5	2	structural_proxy	2	True	UNVERIFIED	.	.	False	992209628	990939628	0.0012799714537742824	203	50785627	0.9864701393524474	0.986157818688022	1	b4efff7b6b8ec0b5	legumeinfo	legumeinfo/FiskebyIII.gnm1.ann1.SS25/gff3/glyma.FiskebyIII.gnm1.ann1.SS25.gene_models_main.gff3.gz	.	52783	True	.	6c827e6d11c85b0a9afb17206159d5138f4f10f91e56a1c1f14192accf19e0f2	967548	120802	30077	14955	7406	3657	SELECTED	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
58455bfa5108783d	file	legume_family_legumeinfo	legume_family/legumeinfo/Vigna/radiata/VC1973A.gnm7.SB53/genome/vigra.VC1973A.gnm7.SB53.genome_main.fna.gz	.	Vigna radiata	Vigna	vc1973a	orientation-65700949c42b9b52	near-58455bfa5108783d	1	structural_proxy	2	True	UNVERIFIED	.	.	False	475779714	473966831	0.0038103411025212394	458	47082489	0.8976423761522544	0.9534688514943781	0	.	.	.	.	0	False	strict_annotation_count_0	08184c0decc4cdf83643814f2af6b0c7e69943f8ee5e72008e0d02dfc24ee806	462085	57169	13979	6890	3370	1608	REJECTED_HARD_GATE	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
58846353edbf3856	zip_member	soyod	soyod/Yesheng71_T2T/genome/Yesheng71.genome.zip	Yesheng71_T2T_genome.fasta	Glycine soja	Glycine	yesheng71	orientation-0bb995b306caa0f7	near-58846353edbf3856	1	t2t_label	5	True	UNVERIFIED	.	.	True	1025096400	1025096200	1.9510360196367873e-07	26	52185571	0.9993175734496775	0.9993175733165336	1	0f6a5f5dfa1a59d4	soyod	soyod/Yesheng71_T2T/gff/Yesheng71.annotation.zip	Yesheng71_T2T.annotation.gff	58583	True	.	645fd86195ebaf781d4dda4d2cd20c70d3917546b6dbaa1e44da526612dffd07	1001056	125119	31269	15628	7807	3897	SELECTED	952a85b9ff59c34a36a166ba77de1badb579be62753af7857d719a56b539b31c
