candidate_id	sequence_name	start_0based	end_0based_exclusive	length	sources	status
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	432450326	432450373	47	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	440859142	440859189	47	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	442069522	442069574	52	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	449465331	449465373	42	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	451135007	451135039	32	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	453299233	453299281	48	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	454563024	454563079	55	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	457031638	457031672	34	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	458277484	458277536	52	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	464348081	464348113	32	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	464348286	464348323	37	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	476155393	476155427	34	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	486735538	486735580	42	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	490450308	490450361	53	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	493674119	493674155	36	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	495639362	495639412	50	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	497266455	497266504	49	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	498803141	498803183	42	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	498803360	498803406	46	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	499310288	499310336	48	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	502560269	502560324	55	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	510991186	510991232	46	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	516669928	516669972	44	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	516677049	516677096	47	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	517178130	517178173	43	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	517178366	517178418	52	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	517465850	517465897	47	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	521834386	521834421	35	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	532683725	532683776	51	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	537510071	537510118	47	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr1	538287369	538287417	48	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	14315285	14315321	36	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	14439639	14439672	33	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	21217162	21217207	45	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	27794107	27794159	52	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	32737668	32737710	42	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	34250019	34250068	49	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	35262898	35262944	46	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	40161878	40161911	33	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	41362491	41362539	48	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	42260646	42260693	47	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	42260885	42260915	30	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	48398662	48398713	51	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	48404736	48404784	48	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	51927476	51927527	51	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	56230079	56230111	32	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	63021748	63021800	52	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	68680059	68680094	35	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	72626984	72627013	29	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	73103673	73103724	51	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	74333410	74333448	38	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	74333637	74333684	47	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	77658414	77658466	52	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	97114396	97114427	31	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	99115436	99115482	46	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	99414522	99414560	38	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	101175232	101175284	52	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	101562281	101562314	33	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	101576852	101576886	34	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	107518937	107518973	36	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	110004391	110004426	35	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	111241770	111241821	51	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	116843958	116844007	49	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	123653598	123653652	54	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	126214507	126214552	45	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	128803630	128803683	53	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	143571116	143571164	48	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	148473539	148473569	30	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	150693336	150693387	51	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	156620695	156620745	50	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	159507677	159507731	54	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	159817541	159817574	33	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	162273160	162273214	54	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	163776774	163776823	49	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	164425854	164425900	46	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	165720032	165720076	44	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	173531727	173531773	46	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	175870935	175870984	49	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	187788066	187788095	29	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	191031700	191031750	50	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	193146125	193146172	47	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	196297080	196297122	42	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	196297298	196297335	37	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	197006635	197006684	49	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	201963985	201964019	34	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	202394211	202394257	46	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	202394432	202394470	38	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	204157919	204157963	44	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	204158123	204158176	53	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	210266795	210266840	45	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	216809132	216809182	50	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	218016409	218016450	41	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	225245041	225245082	41	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	227146129	227146180	51	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	231833833	231833879	46	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	242750464	242750511	47	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	250073274	250073327	53	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	258395845	258395890	45	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	261287141	261287182	41	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	266874122	266874176	54	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	266880152	266880192	40	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	279131788	279131836	48	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	279696786	279696833	47	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	282055352	282055397	45	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	287384152	287384184	32	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	288503125	288503173	48	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	295360258	295360289	31	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	296008362	296008395	33	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	296237219	296237267	48	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	296254231	296254283	52	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	296254463	296254512	49	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	297450024	297450070	46	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	298951967	298952017	50	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	299194741	299194782	41	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	301083491	301083546	55	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	302174058	302174088	30	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	304407517	304407548	31	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	308302808	308302850	42	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	311774331	311774382	51	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	312666102	312666153	51	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	318552790	318552837	47	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	321510521	321510571	50	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	322989797	322989828	31	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	323287361	323287411	50	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	323623717	323623763	46	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	325800007	325800058	51	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	337351720	337351770	50	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	337351943	337351994	51	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	337380660	337380693	33	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	342520004	342520056	52	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	347230273	347230325	52	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	351084154	351084185	31	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	359316632	359316687	55	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	367721253	367721284	31	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	369493975	369494020	45	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	370356377	370356431	54	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	372100034	372100070	36	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	377960475	377960522	47	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	380128340	380128369	29	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	388378398	388378446	48	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	388924380	388924426	46	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	394581304	394581353	49	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	396074230	396074278	48	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	400366325	400366363	38	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	400366517	400366562	45	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	401962248	401962280	32	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	401987972	401988026	54	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	407349618	407349663	45	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	407352278	407352308	30	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	418261814	418261866	52	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	426855878	426855915	37	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	428891113	428891163	50	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	438104370	438104404	34	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	438826242	438826290	48	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	448532093	448532142	49	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	454517440	454517483	43	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	454887719	454887771	52	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	459130799	459130846	47	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	460314157	460314187	30	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	461046542	461046595	53	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	461046757	461046802	45	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	470314167	470314216	49	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	480014067	480014121	54	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	489532307	489532356	49	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	496363829	496363877	48	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	498741949	498741991	42	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	499122711	499122758	47	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	499724411	499724451	40	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	501305480	501305527	47	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	506500868	506500898	30	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	517545784	517545814	30	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	520471705	520471740	35	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	523646448	523646482	34	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	525257798	525257834	36	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	526445153	526445191	38	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	531804467	531804504	37	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	537518046	537518080	34	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	538901687	538901723	36	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	539130831	539130882	51	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	539131047	539131098	51	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	540256452	540256490	38	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	547276196	547276248	52	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	547581969	547582003	34	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	548473506	548473540	34	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	548996516	548996564	48	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	549016432	549016469	37	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	554611394	554611444	50	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	555035236	555035287	51	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	560131023	560131068	45	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	560654218	560654260	42	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	560654263	560654300	37	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	561545604	561545653	49	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	566841016	566841064	48	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	576295962	576295999	37	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	576296182	576296219	37	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	578153556	578153590	34	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	583636132	583636180	48	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	588507971	588508019	48	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	588784119	588784152	33	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	590439891	590439944	53	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	591551847	591551884	37	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	592630541	592630589	48	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	592898745	592898796	51	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	593042594	593042640	46	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	598699397	598699449	52	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	603793657	603793702	45	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	604103497	604103543	46	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	604458550	604458599	49	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr2	606200948	606200989	41	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr3	160441	160477	36	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr3	5581305	5581356	51	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr3	5602769	5602819	50	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr3	6331153	6331189	36	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr3	9654052	9654089	37	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr3	11720324	11720355	31	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr3	22591629	22591663	34	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr3	22999770	22999803	33	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr3	24761598	24761651	53	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr3	28431770	28431813	43	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr3	30147677	30147725	48	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr3	32188812	32188845	33	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr3	32189007	32189056	49	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr3	38021842	38021879	37	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr3	46119109	46119157	48	univec	MASK
9ae82c2a17244c72	lencu.CDC_Redberry.gnm2.Lcu.2RBY.Chr3	46326688	46326724	36	univec	MASK
